,الشيخ,السور,صفحة القارئ,رقم السورة,اسم السورة,رابط السورة
4938,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,020,"
        طه

      ",http://www.mp3quran.net/ar/sami_hsn/20
4939,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,024,"
        النور
      ",http://www.mp3quran.net/ar/sami_hsn/24
4940,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,026,"
        الشعراء

      ",http://www.mp3quran.net/ar/sami_hsn/26
4941,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,027,"
        النمل
      ",http://www.mp3quran.net/ar/sami_hsn/27
4942,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,032,"
        السجدة

      ",http://www.mp3quran.net/ar/sami_hsn/32
4943,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,034,"
        سبأ

      ",http://www.mp3quran.net/ar/sami_hsn/34
4944,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,055,"
        الرحمن

      ",http://www.mp3quran.net/ar/sami_hsn/55
4945,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,081,"
        التكوير

      ",http://www.mp3quran.net/ar/sami_hsn/81
4946,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,082,"
        الإنفطار

      ",http://www.mp3quran.net/ar/sami_hsn/82
4947,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,086,"
        الطارق

      ",http://www.mp3quran.net/ar/sami_hsn/86
4948,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,087,"
        الأعلى

      ",http://www.mp3quran.net/ar/sami_hsn/87
4949,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,088,"
        الغاشية

      ",http://www.mp3quran.net/ar/sami_hsn/88
4950,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,091,"
        الشمس

      ",http://www.mp3quran.net/ar/sami_hsn/91
4951,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,092,"
        الليل

      ",http://www.mp3quran.net/ar/sami_hsn/92
4952,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,093,"
        الضحى

      ",http://www.mp3quran.net/ar/sami_hsn/93
4953,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,094,"
        الشرح

      ",http://www.mp3quran.net/ar/sami_hsn/94
4954,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,095,"
        التين

      ",http://www.mp3quran.net/ar/sami_hsn/95
4955,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,097,"
        القدر

      ",http://www.mp3quran.net/ar/sami_hsn/97
4956,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,102,"
        التكاثر

      ",http://www.mp3quran.net/ar/sami_hsn/102
4957,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,104,"
        الهمزة

      ",http://www.mp3quran.net/ar/sami_hsn/104
4958,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,105,"
        الفيل

      ",http://www.mp3quran.net/ar/sami_hsn/105
4959,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,109,"
        الكافرون

      ",http://www.mp3quran.net/ar/sami_hsn/109
4960,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,110,"
        النصر

      ",http://www.mp3quran.net/ar/sami_hsn/110
4961,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,111,"
        المسد

      ",http://www.mp3quran.net/ar/sami_hsn/111
4962,سامي الحسن,27 سورة,http://www.mp3quran.net/ar/sami_hsn,112,"
        الإخلاص

      ",http://www.mp3quran.net/ar/sami_hsn/112
4963,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,029,"
        العنكبوت

      ",http://www.mp3quran.net/ar/sami_dosr/29
4964,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,030,"
        الروم
      ",http://www.mp3quran.net/ar/sami_dosr/30
4965,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,031,"
        لقمان

      ",http://www.mp3quran.net/ar/sami_dosr/31
4966,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,032,"
        السجدة

      ",http://www.mp3quran.net/ar/sami_dosr/32
4967,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,078,"
        النبأ

      ",http://www.mp3quran.net/ar/sami_dosr/78
4968,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,079,"
        النازعات

      ",http://www.mp3quran.net/ar/sami_dosr/79
4969,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,080,"
        عبس

      ",http://www.mp3quran.net/ar/sami_dosr/80
4970,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,081,"
        التكوير

      ",http://www.mp3quran.net/ar/sami_dosr/81
4971,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,082,"
        الإنفطار

      ",http://www.mp3quran.net/ar/sami_dosr/82
4972,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,083,"
        المطففين
      ",http://www.mp3quran.net/ar/sami_dosr/83
4973,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,084,"
        الإنشقاق

      ",http://www.mp3quran.net/ar/sami_dosr/84
4974,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,085,"
        البروج

      ",http://www.mp3quran.net/ar/sami_dosr/85
4975,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,086,"
        الطارق

      ",http://www.mp3quran.net/ar/sami_dosr/86
4976,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,087,"
        الأعلى

      ",http://www.mp3quran.net/ar/sami_dosr/87
4977,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,088,"
        الغاشية

      ",http://www.mp3quran.net/ar/sami_dosr/88
4978,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,089,"
        الفجر

      ",http://www.mp3quran.net/ar/sami_dosr/89
4979,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,090,"
        البلد

      ",http://www.mp3quran.net/ar/sami_dosr/90
4980,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,091,"
        الشمس

      ",http://www.mp3quran.net/ar/sami_dosr/91
4981,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,092,"
        الليل

      ",http://www.mp3quran.net/ar/sami_dosr/92
4982,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,093,"
        الضحى

      ",http://www.mp3quran.net/ar/sami_dosr/93
4983,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,094,"
        الشرح

      ",http://www.mp3quran.net/ar/sami_dosr/94
4984,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,095,"
        التين

      ",http://www.mp3quran.net/ar/sami_dosr/95
4985,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,096,"
        العلق

      ",http://www.mp3quran.net/ar/sami_dosr/96
4986,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,097,"
        القدر

      ",http://www.mp3quran.net/ar/sami_dosr/97
4987,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,098,"
        البينة

      ",http://www.mp3quran.net/ar/sami_dosr/98
4988,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,099,"
        الزلزلة

      ",http://www.mp3quran.net/ar/sami_dosr/99
4989,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,100,"
        العاديات

      ",http://www.mp3quran.net/ar/sami_dosr/100
4990,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,101,"
        القارعة

      ",http://www.mp3quran.net/ar/sami_dosr/101
4991,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,102,"
        التكاثر

      ",http://www.mp3quran.net/ar/sami_dosr/102
4992,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,103,"
        العصر

      ",http://www.mp3quran.net/ar/sami_dosr/103
4993,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,104,"
        الهمزة

      ",http://www.mp3quran.net/ar/sami_dosr/104
4994,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,105,"
        الفيل

      ",http://www.mp3quran.net/ar/sami_dosr/105
4995,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,106,"
        قريش

      ",http://www.mp3quran.net/ar/sami_dosr/106
4996,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,107,"
        الماعون

      ",http://www.mp3quran.net/ar/sami_dosr/107
4997,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,108,"
        الكوثر

      ",http://www.mp3quran.net/ar/sami_dosr/108
4998,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,109,"
        الكافرون

      ",http://www.mp3quran.net/ar/sami_dosr/109
4999,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,110,"
        النصر

      ",http://www.mp3quran.net/ar/sami_dosr/110
5000,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,111,"
        المسد

      ",http://www.mp3quran.net/ar/sami_dosr/111
5001,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,112,"
        الإخلاص

      ",http://www.mp3quran.net/ar/sami_dosr/112
5002,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,113,"
        الفلق
      ",http://www.mp3quran.net/ar/sami_dosr/113
5003,سامي الدوسري,41 سورة,http://www.mp3quran.net/ar/sami_dosr,114,"
        الناس
      ",http://www.mp3quran.net/ar/sami_dosr/114
5004,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,001,"
        الفاتحة

      ",http://www.mp3quran.net/ar/s_gmd/1
5005,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,002,"
        البقرة

      ",http://www.mp3quran.net/ar/s_gmd/2
5006,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,003,"
        آل عمران

      ",http://www.mp3quran.net/ar/s_gmd/3
5007,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,004,"
        النساء

      ",http://www.mp3quran.net/ar/s_gmd/4
5008,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,005,"
        المائدة

      ",http://www.mp3quran.net/ar/s_gmd/5
5009,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,006,"
        الأنعام

      ",http://www.mp3quran.net/ar/s_gmd/6
5010,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,007,"
        الأعراف

      ",http://www.mp3quran.net/ar/s_gmd/7
5011,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,008,"
        الأنفال

      ",http://www.mp3quran.net/ar/s_gmd/8
5012,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,009,"
        التوبة

      ",http://www.mp3quran.net/ar/s_gmd/9
5013,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,010,"
        يونس

      ",http://www.mp3quran.net/ar/s_gmd/10
5014,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,011,"
        هود

      ",http://www.mp3quran.net/ar/s_gmd/11
5015,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,012,"
        يوسف

      ",http://www.mp3quran.net/ar/s_gmd/12
5016,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,013,"
        الرعد

      ",http://www.mp3quran.net/ar/s_gmd/13
5017,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,014,"
        إبراهيم

      ",http://www.mp3quran.net/ar/s_gmd/14
5018,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,015,"
        الحجر

      ",http://www.mp3quran.net/ar/s_gmd/15
5019,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,016,"
        النحل

      ",http://www.mp3quran.net/ar/s_gmd/16
5020,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,017,"
        الإسراء

      ",http://www.mp3quran.net/ar/s_gmd/17
5021,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,018,"
        الكهف

      ",http://www.mp3quran.net/ar/s_gmd/18
5022,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,019,"
        مريم

      ",http://www.mp3quran.net/ar/s_gmd/19
5023,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,020,"
        طه

      ",http://www.mp3quran.net/ar/s_gmd/20
5024,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,021,"
        الأنبياء

      ",http://www.mp3quran.net/ar/s_gmd/21
5025,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,022,"
        الحج

      ",http://www.mp3quran.net/ar/s_gmd/22
5026,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,023,"
        المؤمنون

      ",http://www.mp3quran.net/ar/s_gmd/23
5027,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,024,"
        النور
      ",http://www.mp3quran.net/ar/s_gmd/24
5028,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,025,"
        الفرقان

      ",http://www.mp3quran.net/ar/s_gmd/25
5029,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,026,"
        الشعراء

      ",http://www.mp3quran.net/ar/s_gmd/26
5030,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,027,"
        النمل
      ",http://www.mp3quran.net/ar/s_gmd/27
5031,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,028,"
        القصص

      ",http://www.mp3quran.net/ar/s_gmd/28
5032,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,029,"
        العنكبوت

      ",http://www.mp3quran.net/ar/s_gmd/29
5033,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,030,"
        الروم
      ",http://www.mp3quran.net/ar/s_gmd/30
5034,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,031,"
        لقمان

      ",http://www.mp3quran.net/ar/s_gmd/31
5035,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,032,"
        السجدة

      ",http://www.mp3quran.net/ar/s_gmd/32
5036,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,033,"
        الأحزاب

      ",http://www.mp3quran.net/ar/s_gmd/33
5037,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,034,"
        سبأ

      ",http://www.mp3quran.net/ar/s_gmd/34
5038,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,035,"
        فاطر

      ",http://www.mp3quran.net/ar/s_gmd/35
5039,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,036,"
        يس

      ",http://www.mp3quran.net/ar/s_gmd/36
5040,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,037,"
        الصافات

      ",http://www.mp3quran.net/ar/s_gmd/37
5041,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,038,"
        ص

      ",http://www.mp3quran.net/ar/s_gmd/38
5042,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,039,"
        الزمر

      ",http://www.mp3quran.net/ar/s_gmd/39
5043,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,040,"
        غافر

      ",http://www.mp3quran.net/ar/s_gmd/40
5044,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,041,"
        فصلت
      ",http://www.mp3quran.net/ar/s_gmd/41
5045,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,042,"
        الشورى

      ",http://www.mp3quran.net/ar/s_gmd/42
5046,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,043,"
        الزخرف

      ",http://www.mp3quran.net/ar/s_gmd/43
5047,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,044,"
        الدّخان

      ",http://www.mp3quran.net/ar/s_gmd/44
5048,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,045,"
        الجاثية

      ",http://www.mp3quran.net/ar/s_gmd/45
5049,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,046,"
        الأحقاف

      ",http://www.mp3quran.net/ar/s_gmd/46
5050,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,047,"
        محمد

      ",http://www.mp3quran.net/ar/s_gmd/47
5051,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,048,"
        الفتح

      ",http://www.mp3quran.net/ar/s_gmd/48
5052,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,049,"
        الحجرات

      ",http://www.mp3quran.net/ar/s_gmd/49
5053,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,050,"
        ق

      ",http://www.mp3quran.net/ar/s_gmd/50
5054,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,051,"
        الذاريات

      ",http://www.mp3quran.net/ar/s_gmd/51
5055,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,052,"
        الطور

      ",http://www.mp3quran.net/ar/s_gmd/52
5056,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,053,"
        النجم

      ",http://www.mp3quran.net/ar/s_gmd/53
5057,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,054,"
        القمر

      ",http://www.mp3quran.net/ar/s_gmd/54
5058,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,055,"
        الرحمن

      ",http://www.mp3quran.net/ar/s_gmd/55
5059,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,056,"
        الواقعة

      ",http://www.mp3quran.net/ar/s_gmd/56
5060,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,057,"
        الحديد

      ",http://www.mp3quran.net/ar/s_gmd/57
5061,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,058,"
        المجادلة

      ",http://www.mp3quran.net/ar/s_gmd/58
5062,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,059,"
        الحشر

      ",http://www.mp3quran.net/ar/s_gmd/59
5063,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,060,"
        الممتحنة

      ",http://www.mp3quran.net/ar/s_gmd/60
5064,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,061,"
        الصف

      ",http://www.mp3quran.net/ar/s_gmd/61
5065,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,062,"
        الجمعة

      ",http://www.mp3quran.net/ar/s_gmd/62
5066,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,063,"
        المنافقون

      ",http://www.mp3quran.net/ar/s_gmd/63
5067,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,064,"
        التغابن

      ",http://www.mp3quran.net/ar/s_gmd/64
5068,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,065,"
        الطلاق

      ",http://www.mp3quran.net/ar/s_gmd/65
5069,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,066,"
        التحريم

      ",http://www.mp3quran.net/ar/s_gmd/66
5070,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,067,"
        الملك

      ",http://www.mp3quran.net/ar/s_gmd/67
5071,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,068,"
        القلم

      ",http://www.mp3quran.net/ar/s_gmd/68
5072,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,069,"
        الحاقة

      ",http://www.mp3quran.net/ar/s_gmd/69
5073,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,070,"
        المعارج

      ",http://www.mp3quran.net/ar/s_gmd/70
5074,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,071,"
        نوح

      ",http://www.mp3quran.net/ar/s_gmd/71
5075,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,072,"
        الجن

      ",http://www.mp3quran.net/ar/s_gmd/72
5076,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,073,"
        المزمل
      ",http://www.mp3quran.net/ar/s_gmd/73
5077,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,074,"
        المدثر
      ",http://www.mp3quran.net/ar/s_gmd/74
5078,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,075,"
        القيامة

      ",http://www.mp3quran.net/ar/s_gmd/75
5079,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,076,"
        الإنسان

      ",http://www.mp3quran.net/ar/s_gmd/76
5080,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,077,"
        المرسلات

      ",http://www.mp3quran.net/ar/s_gmd/77
5081,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,078,"
        النبأ

      ",http://www.mp3quran.net/ar/s_gmd/78
5082,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,079,"
        النازعات

      ",http://www.mp3quran.net/ar/s_gmd/79
5083,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,080,"
        عبس

      ",http://www.mp3quran.net/ar/s_gmd/80
5084,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,081,"
        التكوير

      ",http://www.mp3quran.net/ar/s_gmd/81
5085,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,082,"
        الإنفطار

      ",http://www.mp3quran.net/ar/s_gmd/82
5086,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,083,"
        المطففين
      ",http://www.mp3quran.net/ar/s_gmd/83
5087,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,084,"
        الإنشقاق

      ",http://www.mp3quran.net/ar/s_gmd/84
5088,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,085,"
        البروج

      ",http://www.mp3quran.net/ar/s_gmd/85
5089,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,086,"
        الطارق

      ",http://www.mp3quran.net/ar/s_gmd/86
5090,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,087,"
        الأعلى

      ",http://www.mp3quran.net/ar/s_gmd/87
5091,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,088,"
        الغاشية

      ",http://www.mp3quran.net/ar/s_gmd/88
5092,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,089,"
        الفجر

      ",http://www.mp3quran.net/ar/s_gmd/89
5093,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,090,"
        البلد

      ",http://www.mp3quran.net/ar/s_gmd/90
5094,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,091,"
        الشمس

      ",http://www.mp3quran.net/ar/s_gmd/91
5095,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,092,"
        الليل

      ",http://www.mp3quran.net/ar/s_gmd/92
5096,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,093,"
        الضحى

      ",http://www.mp3quran.net/ar/s_gmd/93
5097,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,094,"
        الشرح

      ",http://www.mp3quran.net/ar/s_gmd/94
5098,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,095,"
        التين

      ",http://www.mp3quran.net/ar/s_gmd/95
5099,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,096,"
        العلق

      ",http://www.mp3quran.net/ar/s_gmd/96
5100,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,097,"
        القدر

      ",http://www.mp3quran.net/ar/s_gmd/97
5101,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,098,"
        البينة

      ",http://www.mp3quran.net/ar/s_gmd/98
5102,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,099,"
        الزلزلة

      ",http://www.mp3quran.net/ar/s_gmd/99
5103,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,100,"
        العاديات

      ",http://www.mp3quran.net/ar/s_gmd/100
5104,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,101,"
        القارعة

      ",http://www.mp3quran.net/ar/s_gmd/101
5105,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,102,"
        التكاثر

      ",http://www.mp3quran.net/ar/s_gmd/102
5106,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,103,"
        العصر

      ",http://www.mp3quran.net/ar/s_gmd/103
5107,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,104,"
        الهمزة

      ",http://www.mp3quran.net/ar/s_gmd/104
5108,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,105,"
        الفيل

      ",http://www.mp3quran.net/ar/s_gmd/105
5109,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,106,"
        قريش

      ",http://www.mp3quran.net/ar/s_gmd/106
5110,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,107,"
        الماعون

      ",http://www.mp3quran.net/ar/s_gmd/107
5111,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,108,"
        الكوثر

      ",http://www.mp3quran.net/ar/s_gmd/108
5112,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,109,"
        الكافرون

      ",http://www.mp3quran.net/ar/s_gmd/109
5113,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,110,"
        النصر

      ",http://www.mp3quran.net/ar/s_gmd/110
5114,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,111,"
        المسد

      ",http://www.mp3quran.net/ar/s_gmd/111
5115,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,112,"
        الإخلاص

      ",http://www.mp3quran.net/ar/s_gmd/112
5116,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,113,"
        الفلق
      ",http://www.mp3quran.net/ar/s_gmd/113
5117,سعد الغامدي,المصحف كاملا,http://www.mp3quran.net/ar/s_gmd,114,"
        الناس
      ",http://www.mp3quran.net/ar/s_gmd/114
